PC1,PC2,PC3,PC4
-2.913024587396587,0.09562057550551067,-0.718118495083727,1.0052546410346554
0.42991132993193815,-0.5881556664216977,-0.3334855047707444,-1.1610585922524976
-0.2852250773700541,-0.45517441333976677,1.2215048093977285,-0.8681145029108581
-2.9324226542292737,1.6955550705215463,1.5250437441647633,0.8396250142267584
1.033575866470832,0.13665870884235176,-0.22572091671052347,-0.8470626869435716
0.022407261573744362,-1.7791865758294862,0.8699971159280687,-0.03696686672906121
-0.1015837365810739,-0.5682517238414152,0.24209181550108966,-1.4662657575628606
2.342164609685882,-1.9884591539619918,0.19034418843710757,1.1050377785044754
2.973763664204305,-0.7346886586078284,-0.5197663558728364,1.2054421047944035
-0.18148699731199294,-0.40286587348363573,0.8674587430348114,-0.4387729830314621
1.2687438639868234,-0.6565883632526902,-0.48809761577036476,0.05563355526389399
1.6709963959114873,0.5611624925384964,0.9912583033282903,-0.2070804751259794
-1.1238509345045717,-0.9613974045352938,0.5266148011374503,-1.1972013909496637
1.081374196994728,-0.48196953013634763,-0.6643551977676154,-0.5225052332299154
0.5800251522399517,0.5353268339800491,0.4862275107918088,-1.0352754244616638
3.1437859612631374,0.6635479207509866,-0.6452280938470719,1.0948977476642703
0.21125544693609766,0.6992426623417222,-0.27556089970339953,-1.0956269222861703
-2.672313879357944,0.4181721245790081,-0.25736847311473343,0.27867243350496423
-0.15657096223455227,0.777395617295996,-0.27734355868116944,-1.0386501084167588
-0.7938515610201609,-0.12026108495343878,0.400741494517475,-0.7247032899508706
0.9958671428099949,-0.9718884391705781,-1.5283276010553122,-0.6208847920910406
-0.8820876389925553,0.4573681803256269,-0.5846329491532563,0.4061608095463269
0.14078136091759916,-2.151077305829433,-0.17263515260789863,-0.16691964667763848
2.460086088279993,0.01645404364593465,3.0198403935397833,0.7768407507625477
0.9065945150342394,0.03027760544523856,-0.47120403644803116,-0.9946613960917948
-3.1220534364091432,0.03877496879183982,-0.45575079671486673,1.0809176175914454
-2.8989706793026766,-0.42266332787881283,-1.347413447753533,1.8214740989134959
-0.5824118671980262,0.8948203322738487,-0.4987046603266664,-0.8052336215633435
-2.8079085749024086,0.07864889686740388,-0.34296111644594357,0.543556844280502
2.5436305500063696,-1.727094697943707,-0.39628102277272603,1.3368525476203035
-0.1558014521239182,0.3512354576145577,-0.2920866713895219,-1.3437411025589043
-3.964964019489441,0.3866193194206677,-0.32355692243575845,0.9183010191820041
-3.5575552027002764,1.2891280920966857,-0.10301543297258275,1.2084064181564882
0.9516560554273626,-1.0764282701637686,0.15082081951851997,-0.4366341927535535
0.05748198032756699,-1.189996519829345,0.4273154880963969,-1.2771788764674776
0.12114611965106978,-1.7689091360987819,-0.2456058874636882,-0.7152088707954738
-2.093556430840302,0.3436009878116025,-0.3283812719226466,-0.11894724797976203
-3.1733701154043685,1.0503816332379659,-0.0012191545644676053,1.574210158394202
-1.7256764076372648,2.176348950433863,1.49271939630442,-0.13859262802603523
0.9378266149945536,-1.3504723760959647,-0.8211296609579597,-0.25985459237057834
-2.5817062329578664,1.2078734222116307,-0.23306615749311885,0.6652933592764976
1.14886343594432,-0.8448120464284745,-0.4097125636333409,-0.6229225526817437
2.1744549200988774,-0.004510447367102514,0.2573196336029206,-0.31185654409981656
2.0532632868341683,0.4231982799720619,-0.5433356822627515,-0.4117359588066496
3.0104918213767764,-0.865548729106078,-0.33575216667104346,1.7872227818586977
-0.2311029227744665,-0.8806413020766545,-0.036736381599784304,-0.653432853353585
0.009618332404326512,-1.0452209670773593,-0.27329244124568547,-0.48851371947259403
-0.8481866985512951,-0.8198189017563542,0.583289751627547,-0.7452309176181924
0.08186784453623133,-0.5678039433428753,-0.5758775861061647,-0.9765206220816653
-1.2934228376741692,2.363694551720761,1.7793344902490942,1.7372441919826236
-2.474695897621834,-0.6180252364945534,0.8034965729923268,-0.4882562376728885
1.6590833964277014,1.0215644729461164,-0.11111620993193384,-0.8631496400453541
-0.18882840907251425,1.0717645827004334,-0.1904942072629295,-0.9798355966356068
2.4589601917945205,-1.0761429369309734,-0.10043903214594549,0.899328357780799
2.2542707953098278,-1.8666381291670753,-0.7119883121889019,1.2300054815409363
-1.4217145532419788,0.3197233583730008,1.5375333579651203,0.18775919034918484
-2.213669582703382,0.22349589624451713,-0.3931112923730648,0.28991418156119003
0.3219422066451587,-0.5182552248417756,-0.973687319125101,-0.4670617026743905
2.6714219518476914,-1.273609900582821,-0.6561708340287539,1.1259929668852828
-2.0541669295167893,0.3800343931886962,0.419654109293198,0.09097096512147529
1.779492941003153,-1.765396932337487,-0.6841977738222728,0.262701917530075
0.14550479926578788,-0.43133636632317446,-0.4704679977505467,-0.9711678706532443
-0.663503124924322,-0.6139108370318461,-0.3326737413207639,-0.44531709120333274
-2.9695294733720417,0.7285337855948653,0.3910389781435561,0.6665494942048021
-2.833616472861326,-0.09112819501299917,-1.2051739844193172,1.1330448904595434
-0.32278146485573106,1.3613413588025731,-0.47051215755981085,-0.8504554743797491
-4.409717274974027,1.7422304851976305,-1.4628087356695934,1.793592220222411
1.8391601264895323,1.272964926696839,-0.4626313652758711,-0.7792756934830388
2.4809239567775356,-0.6347019259054011,0.10379522586528807,0.9198531499898196
-1.3428257947703695,-0.5351389457527034,0.46994640613791216,-0.7882938022843344
-0.954750123685588,-0.732361786411817,1.3760110446693938,-1.1436878791455076
-0.0010646119252019609,-1.3343495948884085,1.0228051328848229,-0.7545466720171167
-1.029228160655811,-0.2832693229424983,0.19222681282858178,0.5641405925551491
3.668628044515043,1.7294931689378261,-0.5239887809356137,0.9899746499911514
1.4853166588896058,-1.0492243637123568,0.07679053413482421,0.3209891787813191
2.1658099505088537,-1.7724854795157483,-0.2841835352121064,0.5167118979182754
0.01860930022276225,-0.23896130429128012,0.33374981706222856,-1.2224564533008204
2.2658819868534463,-2.435593833582056,-0.2296986664138138,0.712566269184654
0.16014264327314692,0.541065172087544,-0.5575297593133336,-0.3765342433885506
-0.2933464997103711,-0.23752543410728336,1.4924262397706771,-0.4530782321265868
-1.8747024727806487,-0.17102996726554393,-0.24955705028378775,-0.28555453298207234
-1.2392168622446305,0.3691384109440429,-2.3682738212466723,0.5922310242118789
2.4656587034837165,0.08804977845740057,2.652268005179509,0.7088844199774067
-0.3399698801949055,1.298196412028729,-0.4278609910812223,-0.817320570459525
-1.5277699460302687,0.5457868911492434,0.13715892824125256,-0.4155819030530956
1.188839844881243,0.16204003453331509,-0.488255279371497,-0.9308545359995765
1.1719907605412032,-0.2562951121423208,-0.618992305077056,-1.0541860698750007
-1.803151398791085,2.0378509792633666,-2.4968846028312135,1.0721987522269094
-1.7735802317176617,1.0533986657263876,-2.3904403094082336,1.179569084397386
0.8189430506398377,0.3898416599453685,1.4898916150945127,-0.6195456605071268
