PC1,PC2,PC3,PC4,PC5
-2.913024587396587,0.09562057550551067,-0.718118495083727,1.0052546410346554,-0.15831004359778952
0.42991132993193815,-0.5881556664216977,-0.3334855047707444,-1.1610585922524976,0.1746773206323723
-0.2852250773700541,-0.45517441333976677,1.2215048093977285,-0.8681145029108581,0.15647464676524525
-2.9324226542292737,1.6955550705215463,1.5250437441647633,0.8396250142267584,-0.27320893369642346
1.033575866470832,0.13665870884235176,-0.22572091671052347,-0.8470626869435716,-0.19300696091497152
0.022407261573744362,-1.7791865758294862,0.8699971159280687,-0.03696686672906121,0.9810565073938637
-0.1015837365810739,-0.5682517238414152,0.24209181550108966,-1.4662657575628606,-0.05599242822099625
2.342164609685882,-1.9884591539619918,0.19034418843710757,1.1050377785044754,-0.7311923298243547
2.973763664204305,-0.7346886586078284,-0.5197663558728364,1.2054421047944035,0.08357970579511523
-0.18148699731199294,-0.40286587348363573,0.8674587430348114,-0.4387729830314621,0.13735047398890748
1.2687438639868234,-0.6565883632526902,-0.48809761577036476,0.05563355526389399,-0.38025038574021497
1.6709963959114873,0.5611624925384964,0.9912583033282903,-0.2070804751259794,-0.39257199204242244
-1.1238509345045717,-0.9613974045352938,0.5266148011374503,-1.1972013909496637,-0.6691663315622877
1.081374196994728,-0.48196953013634763,-0.6643551977676154,-0.5225052332299154,0.0026238979908422455
0.5800251522399517,0.5353268339800491,0.4862275107918088,-1.0352754244616638,0.8233422050874831
3.1437859612631374,0.6635479207509866,-0.6452280938470719,1.0948977476642703,0.4397344957870209
0.21125544693609766,0.6992426623417222,-0.27556089970339953,-1.0956269222861703,-0.29022617135967627
-2.672313879357944,0.4181721245790081,-0.25736847311473343,0.27867243350496423,-1.4317682465668777
-0.15657096223455227,0.777395617295996,-0.27734355868116944,-1.0386501084167588,0.12306556484145734
-0.7938515610201609,-0.12026108495343878,0.400741494517475,-0.7247032899508706,-0.22466304289977146
0.9958671428099949,-0.9718884391705781,-1.5283276010553122,-0.6208847920910406,0.9327631269725962
-0.8820876389925553,0.4573681803256269,-0.5846329491532563,0.4061608095463269,0.30657268282611944
0.14078136091759916,-2.151077305829433,-0.17263515260789863,-0.16691964667763848,0.2986652088562031
2.460086088279993,0.01645404364593465,3.0198403935397833,0.7768407507625477,-1.0318089185108656
0.9065945150342394,0.03027760544523856,-0.47120403644803116,-0.9946613960917948,0.005376524728320312
-3.1220534364091432,0.03877496879183982,-0.45575079671486673,1.0809176175914454,-0.7281280444760455
-2.8989706793026766,-0.42266332787881283,-1.347413447753533,1.8214740989134959,0.7121167683995435
-0.5824118671980262,0.8948203322738487,-0.4987046603266664,-0.8052336215633435,-0.13615527861481497
-2.8079085749024086,0.07864889686740388,-0.34296111644594357,0.543556844280502,-1.314867969563699
2.5436305500063696,-1.727094697943707,-0.39628102277272603,1.3368525476203035,0.06572298737050417
-0.1558014521239182,0.3512354576145577,-0.2920866713895219,-1.3437411025589043,-0.530347804918202
-3.964964019489441,0.3866193194206677,-0.32355692243575845,0.9183010191820041,-1.8223890538228686
-3.5575552027002764,1.2891280920966857,-0.10301543297258275,1.2084064181564882,-1.224562253802792
0.9516560554273626,-1.0764282701637686,0.15082081951851997,-0.4366341927535535,0.42011794319649537
0.05748198032756699,-1.189996519829345,0.4273154880963969,-1.2771788764674776,-0.22882780307780629
0.12114611965106978,-1.7689091360987819,-0.2456058874636882,-0.7152088707954738,-0.09594023476074291
-2.093556430840302,0.3436009878116025,-0.3283812719226466,-0.11894724797976203,-0.8080302745757347
-3.1733701154043685,1.0503816332379659,-0.0012191545644676053,1.574210158394202,0.6479086419441765
-1.7256764076372648,2.176348950433863,1.49271939630442,-0.13859262802603523,0.07119523693091073
0.9378266149945536,-1.3504723760959647,-0.8211296609579597,-0.25985459237057834,0.9783711286342082
-2.5817062329578664,1.2078734222116307,-0.23306615749311885,0.6652933592764976,-0.852981081096127
1.14886343594432,-0.8448120464284745,-0.4097125636333409,-0.6229225526817437,-0.10412141979056794
2.1744549200988774,-0.004510447367102514,0.2573196336029206,-0.31185654409981656,-0.4146676736807281
2.0532632868341683,0.4231982799720619,-0.5433356822627515,-0.4117359588066496,-0.052347181203699265
